,index,condo_price,maint_fee,avg_income_household_yr,avg_income_individual_yr,total_sqft,price_per_sqft,toronto_region,bedrooms,bath,parking,age_of_building,commute_transit,commute_car,near_by_schools,near_by_grocery_stores,near_by_bars&restaurants,speak_English,speak_Europe_language,speak_Asian_language,speak_Africa_language,speak_middleEast_language,edu_no_diploma,edu_high_school,edu_trade_cert,edu_coll_or_univ_cert,edu_ba_or_msc_cert,population_0_14_years,population_15_19_years,population_20_34_years,population_35_49_years,population_50_64_years,population_65_and_more,tenancy_property_type_owned,tenancy_property_type_rented,tenancy_property_type_detached,tenancy_property_type_semi_detached,tenancy_property_type_duplex,tenancy_property_type_low_rise,tenancy_property_type_high_rise,household_compo_singlefamily,household_compo_multifamily,household_compo_singleperson,household_compo_multiperson,latitude,longitude,bedrooms_plus_field,cluster_nbr,criminal_records
1425,1425,649950,713.77,66431,29202,967,672,Scarborough,2,2,1,30.0,46,51,0,1,29,54,4,21,0,3,15,30,7,26,21,17,7,19,20,21,16,54,46,6,0,1,0,72,70,3,23,5,43.73731014,-79.2385878,1,1,40
1426,1426,629000,539.74,87326,47338,579,1086,North York,1,1,1,19.0,40,55,2,3,28,37,3,29,0,13,6,16,4,20,54,9,3,29,25,16,19,59,41,2,1,0,4,89,51,0,45,4,43.76585226,-79.3827681,0,3,6
1427,1427,579900,707.59,65619,27286,849,685,North York,2,1,1,49.0,44,50,1,0,7,33,13,23,0,6,20,28,5,25,21,15,7,20,19,21,17,82,17,1,0,0,12,86,68,4,23,5,43.71133353,-79.32278209,0,1,28
1428,1428,988000,151.02,66752,26792,1899,521,Scarborough,3,3,2,23.0,39,57,0,2,47,37,0,41,0,2,21,28,6,22,22,16,6,20,18,24,17,72,28,11,0,7,1,54,64,5,27,4,43.74824025,-79.27254967,1,1,12
1429,1429,699900,573.65,64554,27981,770,908,Etobicoke,2,2,2,8.0,31,61,0,1,13,52,7,13,0,2,20,31,8,22,19,15,5,30,21,18,10,22,77,3,0,0,7,89,59,2,33,5,43.64057057,-79.56284263,0,1,18
1430,1430,549900,377.0,125132,53711,549,1009,North York,1,1,1,0.5,34,60,3,3,34,29,3,38,0,12,8,17,3,18,53,13,5,28,23,18,14,58,41,17,0,0,1,75,59,2,34,5,43.76840148,-79.38888419,0,3,10
1431,1431,938800,600.0,108103,44188,1299,726,North York,3,2,2,25.0,33,61,0,0,7,65,9,8,0,6,11,20,9,23,35,16,7,19,20,21,18,74,25,49,2,2,3,0,80,5,12,3,43.78089056,-79.36673451,1,1,4
1432,1432,988000,416.64,75741,27945,1499,662,Scarborough,3,4,2,48.0,24,70,1,0,92,20,3,64,0,2,21,28,4,22,24,13,6,21,18,24,18,82,14,39,6,10,13,0,74,9,13,4,43.79793039,-79.28417245,1,1,10
1433,1433,779900,464.39,117862,53145,674,1157,Midtown | Central,1,2,1,2.0,53,34,2,4,94,67,8,6,0,5,7,15,3,22,52,8,3,34,23,16,17,27,73,3,3,1,10,82,38,0,56,6,43.707523,-79.392402,1,6,12
1434,1434,899900,679.21,135160,47540,827,1087,Downtown,2,2,1,13.0,53,13,4,7,89,62,7,16,0,3,4,20,1,15,56,6,4,44,17,14,15,23,77,2,2,2,27,62,33,1,54,13,43.66579587,-79.40361308,0,2,38
1435,1435,1329000,1085.0,73099,34313,1750,775,North York,3,3,2,14.8,48,47,3,4,93,18,3,46,0,24,6,22,2,20,50,9,5,39,19,17,10,66,34,8,1,2,2,77,53,2,30,14,43.77817748,-79.42175376,0,3,2
1436,1436,1298000,1048.0,116970,59759,1198,1083,Etobicoke,2,2,2,9.0,26,69,0,8,58,50,20,2,0,0,8,19,4,28,42,8,2,32,23,21,14,65,35,1,1,0,9,82,46,1,49,5,43.62165465,-79.48318804,1,4,18
1437,1437,545000,632.52,66267,28580,719,757,York Crosstown,2,1,1,34.0,44,50,0,0,22,60,17,15,0,0,30,32,4,26,2,19,6,22,21,21,11,46,54,23,4,4,29,35,63,3,28,7,43.68613526,-79.49172414,0,1,56
1438,1438,730000,775.0,88265,39211,1028,710,York Crosstown,2,1,1,43.0,33,61,0,1,6,50,35,2,0,0,16,29,5,21,26,13,4,21,19,22,22,63,37,20,6,2,11,59,56,2,37,5,43.67727014,-79.50686673,0,1,22
1439,1439,899800,343.92,88075,37758,1080,833,Etobicoke,2,2,1,6.0,33,63,0,2,2,69,12,1,0,0,19,34,4,19,25,13,5,19,17,21,24,19,81,11,0,0,0,85,62,2,32,5,43.67547943,-79.55970671,0,1,24
1440,1440,800000,568.34,133535,52222,680,1175,North York,1,1,1,6.0,39,52,0,0,13,25,3,42,0,18,7,16,0,24,51,10,4,43,19,14,10,68,30,14,1,0,1,78,55,1,38,7,43.7683348,-79.37148503,1,3,12
1441,1441,639900,528.27,75205,38104,612,1044,North York,1,1,1,22.0,45,44,1,0,99,18,1,55,0,15,7,20,2,16,54,11,5,29,23,18,14,68,31,4,0,0,2,94,55,1,36,8,43.76998239,-79.41174465,0,3,8
1442,1442,699900,462.0,69789,38319,549,1284,Downtown,1,1,1,2.0,34,20,0,6,94,63,9,9,0,0,9,25,3,27,36,11,3,25,27,21,13,16,84,0,0,8,6,71,37,1,56,6,43.64493806,-79.36367298,0,6,32
1443,1443,579000,650.13,204039,90356,580,998,Midtown | Central,1,1,1,13.0,57,30,4,2,94,65,11,5,0,4,2,14,2,19,60,7,2,24,19,19,30,35,65,2,2,2,8,85,39,0,57,4,43.68708841,-79.39403208,0,6,6
1444,1444,688000,368.0,101548,49440,546,1258,Midtown | Central,1,1,1,2.0,54,34,1,3,96,53,15,8,0,3,7,17,3,21,51,7,3,36,23,15,15,22,78,1,1,0,9,87,35,0,59,6,43.70872738,-79.39377856,1,6,10
1445,1445,1539900,704.85,134207,60784,895,1719,Downtown,2,2,1,5.0,39,18,0,7,93,37,6,41,0,2,3,17,1,14,64,6,5,49,15,12,13,27,73,0,0,0,3,97,33,0,53,14,43.66688893,-79.3890385,0,2,36
1446,1446,1280000,739.64,86178,41653,877,1458,Downtown,2,2,1,1.0,37,17,0,16,84,42,7,34,0,3,3,18,1,15,59,5,5,51,17,14,8,29,71,0,0,0,6,94,29,0,55,16,43.66453499,-79.38558654,1,2,60
1447,1447,599000,322.68,110019,57452,467,1280,Downtown,1,1,1,13.0,29,28,0,4,96,55,8,16,0,5,3,13,2,16,67,6,2,58,22,8,4,56,44,0,0,0,0,99,36,0,51,13,43.63934463,-79.39297156,0,5,98
1448,1448,799000,837.03,112017,46922,818,976,Midtown | Central,2,2,1,1.0,60,25,0,3,97,74,10,2,0,0,7,21,4,21,46,9,3,31,21,17,18,19,81,6,2,2,32,57,42,0,51,7,43.68376526,-79.41895139,0,6,10
1449,1449,799900,533.23,105764,41590,875,914,North York,2,2,1,9.0,42,53,1,2,34,40,25,9,0,6,18,21,6,19,34,16,5,20,21,18,20,73,27,48,1,9,13,28,64,3,29,4,43.75384586,-79.44761652,0,1,0
1450,1450,449000,657.03,124876,55325,549,824,West End,1,1,1,22.0,51,40,1,6,75,63,15,2,0,2,8,18,4,19,50,11,3,24,22,19,21,40,60,17,1,2,15,64,49,0,46,5,43.65296019,-79.46944067,0,6,4
1451,1451,1225000,414.82,105586,40746,1327,923,Scarborough,2,2,1,14.0,22,71,0,0,20,67,10,11,0,3,21,24,2,25,26,15,6,14,19,24,21,63,31,55,0,11,4,30,56,2,38,4,43.72024522,-79.23754867,1,1,2
1452,1452,979000,1896.37,164314,75767,1099,898,Midtown | Central,2,2,1,32.2,66,24,3,2,95,74,9,2,0,0,3,16,2,20,58,8,2,23,19,18,29,29,70,3,1,3,5,86,39,0,57,4,43.68785006,-79.38877799,0,1,10
1453,1453,899000,495.48,88320,43661,658,1366,Downtown,1,1,1,6.0,39,16,0,9,91,42,7,34,0,3,4,18,1,16,59,5,4,50,17,14,9,25,75,0,0,0,6,93,30,0,55,14,43.66577742,-79.38557767,1,2,50
1454,1454,799900,1256.01,178055,71572,1319,606,North York,2,2,1,18.0,39,52,0,3,19,60,3,19,0,1,9,24,2,14,46,22,7,20,19,18,14,57,41,39,0,7,10,42,67,2,27,4,43.71292073,-79.42867813,0,1,12
1455,1455,768900,522.26,137681,71016,658,1167,Etobicoke,1,1,1,9.0,24,73,1,7,53,58,15,6,0,2,7,18,4,27,43,7,2,39,24,17,10,76,24,0,0,0,2,94,42,0,53,5,43.62440053,-79.4852875,1,4,14
1456,1456,699000,645.38,99300,52695,705,991,North York,1,1,1,19.0,48,43,2,7,91,37,12,24,0,8,3,15,1,15,65,10,3,40,26,13,7,69,31,4,0,0,14,78,50,1,42,7,43.75681264,-79.40713056,1,3,16
1457,1457,2400000,1014.0,179318,80278,1185,2025,Downtown,2,3,1,1.0,38,23,1,7,92,65,8,7,0,6,4,16,2,15,63,6,3,35,17,16,22,36,64,0,1,0,2,95,38,0,54,7,43.6717424,-79.38780278,1,2,26
1458,1458,1050000,491.86,83466,40115,664,1579,Downtown,2,2,1,2.0,34,18,1,14,85,38,4,36,0,3,5,19,2,14,59,5,5,52,17,14,8,31,69,0,0,0,3,97,29,0,54,17,43.66176159,-79.38363018,0,2,68
1459,1459,929000,638.59,72457,35423,949,981,North York,2,2,1,12.0,48,46,2,4,94,18,6,45,0,16,6,20,2,19,54,8,5,37,20,16,13,62,38,1,0,0,2,93,51,1,37,11,43.77834277,-79.41595815,0,3,8
1460,1460,898000,978.45,142708,67856,949,948,Downtown,2,2,1,18.0,42,20,1,9,90,61,11,6,0,6,4,15,1,15,63,6,3,41,19,15,17,34,66,0,1,0,2,96,38,0,53,9,43.67129405,-79.38492503,1,2,34
1461,1461,1259000,604.21,128055,48597,1699,743,North York,3,4,1,23.2,31,64,2,1,67,42,5,26,0,9,13,15,8,16,47,16,7,19,20,21,16,42,58,33,1,2,0,56,73,3,18,6,43.75488842,-79.36193288,0,1,0
1462,1462,958000,261.78,142144,52824,849,1132,North York,2,2,1,0.5,30,63,1,1,5,29,8,40,0,11,10,17,3,19,52,11,6,23,17,22,21,86,12,68,2,8,3,5,72,6,15,7,43.7842072,-79.39671301,1,1,12
1463,1463,888800,400.47,67033,26867,1250,711,Scarborough,3,2,1,1.0,40,57,0,3,38,23,1,64,0,1,21,30,6,20,23,13,6,20,17,22,22,83,15,5,2,2,1,66,70,6,20,5,43.79893973,-79.31346869,0,1,18
1464,1464,679000,410.13,131891,49267,1099,622,Scarborough,2,2,1,7.0,22,71,1,1,20,64,3,17,0,1,13,27,5,26,29,15,7,19,18,23,18,83,16,66,0,8,5,0,76,5,16,2,43.78292313,-79.16864375,0,1,6
1465,1465,930000,780.59,132377,66400,861,1079,Downtown,1,2,1,24.0,27,22,1,1,98,66,5,12,0,1,3,12,2,18,65,5,2,43,22,16,13,51,49,0,0,0,3,97,37,0,55,8,43.6491763,-79.37709583,1,0,102
1466,1466,5000000,1534.0,143253,60210,2624,1909,East End,3,4,2,0.5,32,57,2,7,74,74,5,1,0,2,14,21,3,16,42,17,4,16,26,23,14,50,50,20,18,3,30,26,53,0,44,3,43.67747104,-79.3022569,1,1,22
1467,1467,599000,525.57,55618,23708,649,927,Scarborough,1,2,1,2.5,27,63,1,3,95,33,1,51,0,2,17,25,4,26,27,13,4,37,21,16,9,71,29,3,1,2,1,90,54,3,36,8,43.779654,-79.282927,1,3,16
1468,1468,898000,593.84,91337,43823,753,1191,Downtown,2,1,1,7.0,28,14,3,8,89,51,4,27,0,3,8,19,2,17,52,6,3,51,17,12,11,36,64,0,0,0,5,93,30,0,55,14,43.65250803,-79.38858484,0,5,104
1469,1469,1636740,762.87,143253,60210,1299,1267,East End,2,3,1,0.5,32,57,2,7,74,74,5,1,0,2,14,21,3,16,42,17,4,16,26,23,14,50,50,20,18,3,30,26,53,0,44,3,43.67747104,-79.3022569,0,1,22
1470,1470,1800000,638.43,143253,60210,1699,1063,East End,3,3,1,0.5,32,57,2,7,74,74,5,1,0,2,14,21,3,16,42,17,4,16,26,23,14,50,50,20,18,3,30,26,53,0,44,3,43.67747104,-79.3022569,0,1,22
1471,1471,1272000,650.18,143253,60210,1099,1166,East End,3,3,1,0.5,32,57,2,7,74,74,5,1,0,2,14,21,3,16,42,17,4,16,26,23,14,50,50,20,18,3,30,26,53,0,44,3,43.67747104,-79.3022569,0,1,22
1472,1472,1137400,603.57,143253,60210,1099,1043,East End,2,3,1,0.5,32,57,2,7,74,74,5,1,0,2,14,21,3,16,42,17,4,16,26,23,14,50,50,20,18,3,30,26,53,0,44,3,43.67747104,-79.3022569,1,1,22
1473,1473,1488000,892.0,183506,73145,1069,1391,Midtown | Central,2,3,2,2.0,54,33,1,8,91,77,5,4,0,3,8,17,2,18,54,13,4,29,21,18,15,46,53,24,6,5,17,47,53,1,40,7,43.70026313,-79.39658983,1,1,14
1474,1474,850000,540.0,70657,35702,1299,658,North York,4,2,1,32.8,45,51,0,2,28,52,21,12,0,1,27,25,6,20,21,14,4,27,23,19,13,58,41,12,2,2,47,35,53,3,41,4,43.72561424,-79.47884837,0,1,26
1475,1475,829000,450.0,107778,56512,668,1241,Downtown,1,1,1,13.0,28,27,0,5,95,55,8,16,0,5,3,13,2,15,67,6,2,60,21,8,4,56,44,0,0,0,0,99,35,0,50,14,43.64022979,-79.39334851,0,5,126
1476,1476,665000,549.3,90412,45412,580,1145,West End,2,1,1,7.0,39,30,0,5,95,74,9,5,0,1,17,19,2,14,44,7,2,54,23,9,6,50,49,1,1,4,15,72,36,1,48,16,43.64173864,-79.42331575,0,2,58
1477,1477,759999,389.63,82009,32435,849,897,Scarborough,2,2,1,8.5,26,68,0,2,58,60,10,19,0,2,20,23,3,26,28,15,6,17,20,22,19,54,45,28,0,4,1,44,67,4,25,4,43.77797672,-79.31230842,0,1,26
1478,1478,599999,311.6,82009,32435,649,929,Scarborough,1,2,1,8.7,26,68,0,2,58,60,10,19,0,2,20,23,3,26,28,15,6,17,20,22,19,54,45,28,0,4,1,44,67,4,25,4,43.77797672,-79.31230842,1,1,26
1479,1479,839900,664.75,123310,64994,665,1263,Downtown,1,1,1,4.0,26,22,1,5,94,67,7,9,0,4,4,11,3,16,65,3,1,64,21,8,4,59,41,0,0,0,2,98,29,0,59,12,43.64547521,-79.39231834,1,5,168
1480,1480,999999,705.29,104438,49739,794,1259,Midtown | Central,2,2,1,4.0,52,36,1,3,96,59,9,6,0,5,8,15,3,22,52,7,3,35,23,16,16,22,78,2,2,0,13,82,37,0,57,6,43.70896491,-79.39298492,0,6,10
1481,1481,488888,674.1,62102,27414,1099,448,Etobicoke,3,2,1,50.0,31,62,1,0,12,33,3,20,26,0,30,31,5,18,16,23,8,21,19,17,12,39,60,6,0,1,0,90,66,4,23,7,43.69578505,-79.55315475,0,1,38
1482,1482,729900,480.17,125204,64764,549,1339,Downtown,1,1,1,1.0,26,21,2,5,93,56,9,16,0,5,3,11,3,16,65,3,1,64,20,8,4,57,43,0,0,0,1,98,29,0,59,12,43.64594089,-79.39205399,1,5,166
1483,1483,999999,591.23,123201,63308,849,1181,Etobicoke,2,2,1,6.0,26,70,1,8,55,50,20,2,0,0,8,19,4,28,42,8,2,33,24,20,13,69,31,1,0,0,7,87,45,0,50,5,43.62237381,-79.48252584,0,4,18
1484,1484,899000,895.48,83287,37097,1316,683,West End,2,1,1,11.0,43,45,0,5,95,52,42,5,0,0,30,25,3,16,22,13,5,28,23,19,13,58,42,11,21,9,35,8,62,3,26,9,43.67018803,-79.44361609,0,1,46
1485,1485,778900,323.97,82360,35376,961,810,West End,2,2,1,8.0,41,52,0,6,94,50,36,4,0,0,34,23,6,14,21,14,5,26,25,19,12,61,39,9,21,8,35,9,62,3,28,7,43.67382741,-79.45390358,0,1,54
1486,1486,999000,331.78,81751,37616,1499,669,North York,2,3,1,1.0,19,72,0,2,37,46,46,8,0,0,34,28,7,10,10,10,5,16,21,21,26,75,25,83,9,6,3,0,68,9,19,3,43.73304498,-79.4748279,0,1,26
1487,1487,699000,470.54,164989,78982,703,993,Downtown,1,2,1,14.0,28,26,2,4,94,57,5,16,0,5,3,12,2,16,67,6,2,48,21,14,10,50,50,0,0,0,1,99,39,0,51,10,43.6444084,-79.3787504,1,5,66
1488,1488,599000,884.85,73467,33827,1499,401,Etobicoke,3,2,1,49.0,33,61,0,1,14,42,15,7,0,0,17,30,8,28,18,15,6,20,18,22,18,62,38,10,2,1,0,79,68,3,26,4,43.65046168,-79.56860242,0,1,32
1489,1489,849999,649.74,137681,71016,802,1059,Etobicoke,2,2,1,3.0,24,73,1,7,55,58,15,6,0,2,7,18,4,27,43,7,2,39,24,17,10,76,24,0,0,0,2,94,42,0,53,5,43.62322126,-79.48393449,0,4,16
1490,1490,738000,475.3,155193,78644,760,971,Etobicoke,1,1,1,6.0,28,68,1,7,45,61,13,6,0,0,6,18,4,30,42,6,1,27,23,24,19,77,23,0,0,0,0,99,43,0,53,3,43.62494912,-79.47824382,1,4,12
1491,1491,699000,424.6,93644,49550,690,1013,West End,2,1,1,9.0,38,31,0,4,96,74,9,5,0,1,14,18,3,15,47,7,1,56,23,8,5,55,45,1,1,5,10,77,35,0,49,16,43.64147562,-79.42412731,0,2,54
1492,1492,799900,748.86,98845,51273,844,947,Downtown,2,2,1,10.0,38,35,1,6,93,63,10,7,0,4,5,14,2,17,61,7,2,58,20,9,4,50,50,0,0,0,1,98,36,0,51,13,43.63719615,-79.4006886,1,5,68
1493,1493,1199000,780.0,77911,38450,1099,1099,North York,2,2,1,10.0,46,45,1,2,97,18,5,47,0,17,5,21,1,18,53,10,5,32,22,17,15,59,40,1,0,0,2,96,53,1,38,8,43.76577848,-79.41006466,1,3,16
1494,1494,830000,507.02,89097,49317,611,1358,Downtown,1,1,1,16.0,43,37,2,5,93,63,10,7,0,4,6,15,3,18,59,6,2,58,22,9,3,51,48,0,0,0,1,98,35,0,53,12,43.63701592,-79.40557723,1,5,50
1495,1495,899000,442.68,107134,61408,654,1373,Downtown,1,1,1,8.0,25,22,1,6,93,64,8,11,0,3,2,10,4,15,67,4,1,64,20,8,3,58,42,0,0,0,1,99,31,0,56,13,43.64406174,-79.3894386,1,5,118
1496,1496,738000,567.52,95337,49056,740,997,Etobicoke,1,1,1,12.0,44,51,1,5,86,62,19,2,0,0,9,20,3,22,45,11,3,26,22,18,20,56,44,13,1,1,1,80,49,1,45,5,43.6432079,-79.52704109,0,4,10
1497,1497,295000,735.0,49276,21895,849,348,North York,2,1,1,49.0,42,51,0,2,22,59,5,17,2,0,34,36,7,15,6,24,8,24,17,17,10,14,84,1,2,0,1,76,65,4,25,6,43.7704458,-79.52010285,0,1,42
1498,1498,828000,737.36,121492,53956,734,1127,Etobicoke,2,2,1,10.0,20,72,2,7,68,66,17,3,0,2,26,18,4,21,27,12,4,31,24,19,9,71,29,18,3,2,19,44,53,2,39,6,43.62394171,-79.4884467,0,4,16
1499,1499,869999,783.55,97012,49865,1099,798,West End,2,2,1,16.0,40,49,0,1,4,63,15,2,0,2,9,21,6,20,38,18,6,21,20,19,16,59,41,6,0,1,26,64,53,1,44,3,43.63730951,-79.46722104,0,1,16
1500,1500,599900,885.0,65262,25938,1100,545,Scarborough,3,2,1,45.0,40,57,0,3,47,36,3,46,0,3,21,32,4,19,23,14,6,21,18,21,20,68,31,7,3,2,1,68,71,6,18,5,43.7944731,-79.31231272,0,1,20
1501,1501,599000,443.21,86990,41812,635,942,North York,1,2,1,13.0,41,55,0,0,56,55,12,13,0,2,20,19,7,19,33,15,5,24,25,19,12,34,66,17,0,8,35,38,57,2,36,5,43.7335352,-79.4460564,1,1,30
1502,1502,659900,325.04,91337,43823,471,1401,Downtown,1,1,1,7.0,28,14,3,8,89,51,4,27,0,3,8,19,2,17,52,6,3,51,17,12,11,36,64,0,0,0,5,93,30,0,55,14,43.65250803,-79.38858483,0,5,104
1503,1503,744500,639.13,72520,35467,1000,744,Scarborough,2,2,1,25.0,35,60,2,2,96,39,2,39,0,3,14,22,4,24,35,10,4,29,20,18,19,78,22,6,0,1,0,88,53,2,38,7,43.77173637,-79.26138152,0,3,22
1504,1504,1000000,995.0,85849,46737,1189,841,North York,2,2,2,16.0,39,56,2,3,28,26,6,37,0,16,6,16,3,21,54,9,3,30,25,16,18,62,37,2,0,0,2,91,50,0,46,4,43.76582039,-79.38614841,0,3,6
1505,1505,2249000,1666.46,98895,51532,1632,1378,Downtown,2,3,1,9.0,28,14,5,7,88,58,6,13,0,6,3,12,3,18,61,3,2,62,18,10,5,41,59,0,0,0,1,99,29,0,58,13,43.64890794,-79.38607578,0,2,114
1506,1506,789900,887.33,99991,40467,1899,417,Scarborough,3,2,1,43.0,48,50,1,3,28,52,7,33,0,0,20,25,4,21,29,18,7,20,21,21,13,72,27,20,2,3,24,46,69,3,24,4,43.7445976,-79.20952286,1,1,14
1507,1507,669900,293.51,242409,97879,549,1229,Etobicoke,1,2,1,2.3,24,72,1,2,10,80,11,2,0,0,9,18,4,15,50,18,6,13,20,23,20,81,18,57,1,1,11,27,69,1,27,2,43.66097644,-79.51244932,1,1,0
1508,1508,799000,350.0,120402,61248,549,1466,Downtown,1,1,1,3.0,26,21,1,8,91,71,7,8,0,3,6,12,3,16,61,3,1,62,20,8,5,55,45,0,0,0,3,96,29,0,59,12,43.64683416,-79.39237813,0,5,174
1509,1509,729000,484.65,81577,39151,649,1129,North York,1,1,1,16.0,43,48,1,5,94,11,2,43,0,34,6,18,2,19,57,10,5,32,22,17,15,71,28,2,0,0,7,88,55,1,35,8,43.77582619,-79.41324087,1,3,8
1510,1510,899000,742.96,113927,62862,866,1037,West End,2,2,2,13.0,35,40,3,4,93,72,10,7,0,0,3,10,2,20,60,5,1,62,25,6,2,74,26,0,0,1,9,84,34,0,57,9,43.63965632,-79.41464357,0,2,36
1511,1511,1015000,668.52,98020,49959,804,1261,Downtown,2,2,1,5.0,27,16,3,6,91,60,5,17,0,4,6,14,3,18,57,3,2,61,17,9,6,41,59,0,0,0,1,98,28,0,59,13,43.64909234,-79.38850423,0,5,122
1512,1512,775000,318.99,81575,40051,580,1336,Downtown,1,1,1,13.0,29,19,1,15,84,33,3,40,0,10,4,21,2,12,60,7,5,54,16,12,7,31,69,0,0,0,1,98,31,0,51,18,43.65950178,-79.38478492,0,2,62
1513,1513,899000,689.89,92066,42672,804,1118,Downtown,3,2,1,4.0,35,18,1,14,85,70,6,9,0,0,6,19,4,17,52,5,3,41,21,19,11,33,67,0,0,1,6,90,31,0,56,13,43.66090131,-79.37862235,0,2,94
1514,1514,799000,898.86,112515,56666,871,917,Downtown,2,1,1,19.0,30,29,0,4,96,63,8,10,0,4,3,13,1,16,66,6,2,55,22,10,6,55,45,0,0,0,0,100,37,0,50,12,43.63813583,-79.39147001,0,5,82
1515,1515,739000,664.08,96010,48051,634,1164,Downtown,1,1,1,12.0,42,15,1,8,91,55,5,19,0,6,3,17,1,17,59,5,3,49,19,13,11,25,75,0,0,0,5,94,32,0,56,12,43.66860761,-79.38434398,1,5,40
1516,1516,798868,1480.0,125745,52113,1594,501,Etobicoke,3,3,2,45.0,26,65,0,1,10,52,12,3,0,0,9,23,4,20,42,11,5,12,16,26,29,88,11,27,3,0,0,65,64,1,32,3,43.63700252,-79.58231809,0,1,4
1517,1517,1190000,617.41,65064,29362,1655,719,North York,3,3,2,26.0,34,56,0,2,53,42,2,27,0,6,13,24,5,24,33,16,6,24,23,19,14,42,57,13,3,2,1,73,68,2,23,6,43.78034348,-79.34179848,1,1,28
1518,1518,2100000,1571.34,115505,56680,1900,1105,Downtown,2,3,1,33.0,31,30,0,5,95,65,6,9,0,4,2,14,1,16,66,6,2,55,22,9,5,54,46,0,0,0,0,99,37,0,50,12,43.63758456,-79.39393464,0,2,78
1519,1519,980000,767.0,116368,63940,820,1195,West End,2,2,1,11.0,34,40,0,5,95,72,10,7,0,0,3,10,2,21,61,5,1,62,25,5,2,76,24,0,0,1,10,82,34,0,57,9,43.63961766,-79.41579229,0,2,42
1520,1520,599900,354.85,120061,62848,549,1101,Downtown,1,1,1,2.0,32,32,1,4,95,76,9,6,0,0,4,14,2,19,62,6,2,57,23,9,4,61,39,0,0,0,3,95,33,0,56,11,43.64113746,-79.40074469,0,5,114
1521,1521,599900,621.71,60258,27752,804,746,Scarborough,2,2,1,32.0,47,50,0,1,8,52,0,22,0,3,23,30,6,23,18,14,5,17,20,28,17,55,45,9,4,4,2,81,49,2,46,3,43.72554583,-79.25176414,0,1,22
1522,1522,999000,1002.65,140522,62719,1499,669,Scarborough,2,3,1,4.0,32,61,1,1,30,86,5,2,0,1,12,24,3,21,38,17,5,14,23,25,15,76,18,69,3,5,21,0,65,1,30,4,43.68591038,-79.27412255,1,1,10
1523,1523,519000,713.26,265294,105186,649,803,Midtown | Central,1,1,1,75.0,46,37,5,2,41,71,9,5,0,0,5,17,1,15,58,10,4,22,16,20,28,33,67,14,1,1,15,66,49,0,47,4,43.68519583,-79.40663104,0,1,2
1524,1524,859000,501.79,96028,48450,636,1349,Downtown,1,2,1,1.0,34,20,2,2,96,61,11,5,0,7,7,19,3,20,49,6,3,40,24,19,8,35,64,0,0,0,10,88,33,0,56,11,43.65483434,-79.37519504,1,0,104
1525,1525,949000,646.53,97911,49090,671,1414,Downtown,1,1,1,5.0,27,16,4,7,89,60,5,17,0,4,7,15,3,18,56,4,2,60,17,10,7,39,61,0,0,0,2,97,28,0,59,13,43.6494263,-79.38841222,1,5,122
1526,1526,550000,433.47,58173,26506,1016,541,Etobicoke,2,2,1,31.0,37,61,0,1,3,30,0,46,0,3,25,33,5,19,18,24,6,22,23,16,8,51,49,10,0,2,0,87,73,6,14,7,43.75828846,-79.586393,0,1,18
1527,1527,668000,408.56,73208,30126,664,1005,Scarborough,2,2,1,11.0,22,69,0,5,64,38,6,21,0,14,22,25,2,24,25,13,5,15,18,21,29,44,55,25,1,5,0,60,54,2,40,4,43.77637708,-79.31683022,0,1,20
1528,1528,688000,608.2,317705,122914,580,1186,Downtown,1,1,1,5.0,33,33,1,4,95,70,10,4,0,2,3,18,3,14,61,4,3,25,15,21,32,43,57,1,3,1,5,88,39,0,56,5,43.67031176,-79.39429856,1,1,26
1529,1529,599999,434.55,97910,32538,680,882,Etobicoke,1,1,1,16.0,18,79,0,0,10,49,3,29,0,2,19,32,1,19,28,14,5,28,17,20,16,77,17,38,2,27,4,23,66,14,14,7,43.72422495,-79.61657281,1,1,16
1530,1530,645000,445.62,82623,38382,480,1341,West End,1,1,1,5.0,44,29,0,3,97,70,12,9,0,1,21,20,1,15,36,7,2,49,23,11,8,43,57,2,3,4,25,60,39,1,45,15,43.6432779,-79.42778652,0,2,68
1531,1531,999000,975.52,106616,52292,1370,729,Downtown,4,3,1,1.0,32,28,0,3,97,73,6,5,0,2,11,17,3,21,47,9,3,36,27,18,8,49,51,0,1,1,11,81,36,0,57,6,43.65388006,-79.36400537,0,6,122
1532,1532,620000,859.24,57068,23146,1240,500,Etobicoke,2,2,1,28.0,32,65,0,0,2,34,2,14,0,12,23,36,6,18,17,21,8,22,21,17,11,50,48,10,0,4,1,85,76,6,13,5,43.75120645,-79.58286068,0,1,26
1533,1533,900000,438.0,97813,50735,704,1277,Downtown,2,1,1,3.0,38,34,1,5,94,56,8,18,0,5,5,15,2,16,61,7,2,60,20,8,3,51,49,0,0,0,1,98,35,0,51,13,43.6385781,-79.3993661,1,5,90
1534,1534,829000,707.22,101613,54470,915,906,North York,2,2,1,18.0,46,44,2,7,91,35,7,23,0,21,3,15,1,15,65,11,3,39,27,14,7,70,30,3,0,0,17,74,51,1,42,6,43.75633148,-79.40568999,0,3,18
1535,1535,928000,903.85,98179,50162,1029,901,Downtown,2,2,1,17.0,33,20,4,6,90,61,7,14,0,3,6,20,2,15,55,6,3,45,22,16,8,34,66,0,0,0,5,95,33,0,53,13,43.65471137,-79.37920732,0,2,94
