MLS_number_condo,maint_fee,avg_income_household_yr,total_sqft,parking,age_of_building,commute_transit,commute_car,near_by_schools,near_by_bars&restaurants,speak_English,speak_Europe_language,speak_Africa_language,edu_no_diploma,edu_trade_cert,edu_coll_or_univ_cert,population_35_49_years,tenancy_property_type_semi_detached,tenancy_property_type_low_rise,bedrooms_plus_field,East End,East York,Etobicoke,Midtown | Central
W5600454,798.0184,79025,1423,1,34.5,31,61,0,6,41,9,0,21,6,20,21,3,0,0,0.0,0.0,1.0,0.0
E5595271,931.1,63600,1285,1,43.0,45,50,0,28,51,4,0,17,7,26,20,2,0,0,0.0,0.0,0.0,0.0
C5559444,565.09,126087,746,1,7.0,30,25,1,92,57,7,0,3,2,15,19,0,0,0,0.0,0.0,0.0,0.0
C5593123,700.0,166129,1099,1,38.0,44,20,6,85,80,8,0,2,1,11,19,3,43,0,0.0,0.0,0.0,0.0
C5587319,4069.8,271738,3624,2,7.0,41,38,6,92,71,11,0,3,1,18,16,3,14,2,0.0,0.0,0.0,1.0
E5597032,575.0,69944,846,1,1.0,36,60,0,54,30,0,0,21,5,20,20,2,3,1,0.0,0.0,0.0,0.0
E5602404,521.45,110066,783,1,2.0,42,35,0,99,81,5,0,14,3,20,31,22,28,1,1.0,0.0,0.0,0.0
W5562629,681.9168000000001,131093,849,1,8.2,19,74,2,68,58,15,0,22,4,20,25,2,10,1,0.0,0.0,1.0,0.0
C5605389,715.33,112564,849,1,16.0,48,38,1,96,60,12,0,7,3,23,24,3,14,0,0.0,0.0,0.0,1.0
C5476994,1227.93,108117,1254,1,31.0,27,15,2,94,58,6,0,2,4,17,19,0,1,1,0.0,0.0,0.0,0.0
C5563801,608.24,64769,691,1,8.0,43,29,2,91,50,10,0,19,5,17,23,2,16,0,0.0,0.0,0.0,0.0
W5588495,521.2768,64695,649,1,0.5,44,51,1,10,45,29,0,29,6,21,21,4,9,0,0.0,0.0,0.0,0.0
E5599824,718.43,58559,1540,1,2.5,38,57,1,49,20,1,0,18,3,23,18,0,2,0,0.0,0.0,0.0,0.0
C5602967,699.02,112515,599,1,19.0,30,29,0,96,63,8,0,3,1,16,22,0,0,0,0.0,0.0,0.0,0.0
W5607792,863.0,57068,1239,1,28.0,32,65,0,2,34,2,0,23,6,18,21,0,1,1,0.0,0.0,1.0,0.0
C5561155,710.56,83466,818,1,5.0,34,18,1,85,38,4,0,5,2,14,17,0,3,1,0.0,0.0,0.0,0.0
C5509454,4115.54,158850,4129,1,14.0,39,19,1,94,37,6,0,3,1,14,16,0,3,0,0.0,0.0,0.0,0.0
W5516271,725.34,131093,1099,1,0.5,19,74,2,68,58,15,0,22,4,20,25,2,10,0,0.0,0.0,1.0,0.0
C5571440,387.65,92338,599,1,1.0,34,19,2,95,66,7,0,7,4,20,25,1,13,1,0.0,0.0,0.0,0.0
W5592375,1896.57,155373,1552,3,44.0,26,69,0,24,58,15,0,6,3,30,23,0,0,0,0.0,0.0,1.0,0.0
C5570965,2132.6,240147,1899,2,19.0,37,32,1,92,63,11,0,5,3,16,18,2,4,0,0.0,0.0,0.0,0.0
C5587260,730.0,126087,969,1,7.0,30,25,1,92,57,7,0,3,2,15,19,0,0,0,0.0,0.0,0.0,0.0
W5588775,298.8,94957,1299,1,2.0,28,64,0,61,39,45,0,17,5,23,21,2,40,0,0.0,0.0,1.0,0.0
C5554065,1596.8744000000002,148457,869,2,2.5,34,61,3,22,31,4,0,9,1,15,20,0,1,0,0.0,0.0,0.0,0.0
C5555798,678.34,124822,702,1,11.0,31,31,1,96,75,9,0,4,1,20,26,0,5,0,0.0,0.0,0.0,0.0
W5501591,949.03,101807,1499,1,0.5,38,53,0,3,55,18,0,9,8,18,21,0,26,1,0.0,0.0,0.0,0.0
C5558981,620.33,64769,707,1,8.0,43,29,2,91,50,10,0,19,5,17,23,2,16,1,0.0,0.0,0.0,0.0
C5572052,714.66,165244,804,1,31.0,29,30,1,93,59,9,0,2,2,16,21,0,0,0,0.0,0.0,0.0,0.0
C5561607,843.0,139179,997,1,5.0,27,22,0,98,65,7,0,5,2,19,22,0,1,1,0.0,0.0,0.0,0.0
C5589960,679.21,135160,827,1,13.0,53,13,4,89,62,7,0,4,1,15,17,2,27,0,0.0,0.0,0.0,0.0
W5577576,435.47,65674,583,1,4.0,22,71,0,27,59,8,15,17,4,27,22,5,5,1,0.0,0.0,1.0,0.0
E5591406,667.1,60653,954,1,22.0,29,67,0,54,12,4,0,25,2,21,17,2,27,0,0.0,0.0,0.0,0.0
W5491631,631.49,101807,949,1,0.5,38,53,0,3,55,18,0,9,8,18,21,0,26,0,0.0,0.0,0.0,0.0
H4133742,439.824,76633,980,1,51.0,33,62,0,1,50,14,1,19,6,24,19,15,0,0,0.0,0.0,1.0,0.0
W5600374,371.77,137681,454,1,3.0,24,73,1,55,58,15,0,7,4,27,24,0,2,0,0.0,0.0,1.0,0.0
E5601670,561.51,49790,749,1,49.0,61,30,0,53,32,0,0,14,5,17,24,0,2,0,0.0,1.0,0.0,0.0
C5544988,431.44,99785,525,1,17.0,47,44,1,92,63,9,0,4,1,16,25,0,9,0,0.0,0.0,0.0,0.0
E5598372,578.6,55618,770,1,6.3,27,63,1,95,33,1,0,17,4,26,21,1,1,0,0.0,0.0,0.0,0.0
C5562611,590.0,97074,782,1,5.9,42,52,1,33,42,6,0,7,4,19,23,3,15,0,0.0,0.0,0.0,0.0
E5599049,454.03,65954,602,1,17.0,31,64,0,75,34,0,0,11,2,27,22,0,0,0,0.0,0.0,0.0,0.0
W5530345,1158.02,149877,1271,1,17.0,26,71,1,43,56,16,0,6,4,28,25,0,0,0,0.0,0.0,1.0,0.0
C5607819,518.76,110019,688,1,13.0,29,28,0,96,55,8,0,3,2,16,22,0,0,1,0.0,0.0,0.0,0.0
C5562183,474.9,69903,641,1,1.0,42,52,0,36,46,7,0,18,2,22,22,21,29,1,0.0,0.0,0.0,0.0
C5599768,611.69,161859,649,1,6.0,29,24,0,97,59,8,0,4,2,18,22,0,0,1,0.0,0.0,0.0,0.0
W5600608,949.98,100748,1143,1,11.0,38,52,0,3,55,18,0,9,6,20,21,0,20,0,0.0,0.0,0.0,0.0
C5607216,830.0,69898,877,1,14.0,50,44,3,93,34,6,0,7,2,19,19,1,1,0,0.0,0.0,0.0,0.0
C5601344,572.37,130890,708,1,7.0,39,52,0,13,25,3,0,8,0,23,19,1,1,1,0.0,0.0,0.0,0.0
W5600149,658.99,116505,754,1,8.0,35,55,0,3,62,16,0,7,6,21,21,0,11,1,0.0,0.0,0.0,0.0
C5588027,1319.4,120542,2250,1,1.0,34,22,1,90,66,10,0,16,1,14,17,9,63,1,0.0,0.0,0.0,0.0
C5537705,807.95,82907,949,1,19.0,43,48,1,96,18,3,0,6,2,17,22,0,8,0,0.0,0.0,0.0,0.0
E5576769,673.56,65499,874,1,20.0,31,64,0,47,34,0,0,12,2,27,22,0,0,0,0.0,0.0,0.0,0.0
W5581241,568.7,62102,949,1,50.0,31,62,1,12,33,3,26,30,5,18,19,0,0,0,0.0,0.0,1.0,0.0
C5590955,664.08,96010,634,1,12.0,42,15,1,91,55,5,0,3,1,17,19,0,5,1,0.0,0.0,0.0,0.0
E5586098,815.104,81652,1280,2,10.5,40,60,0,5,48,0,1,15,5,22,22,29,1,0,0.0,0.0,0.0,0.0
E5591864,520.98,65499,631,1,17.0,31,64,0,75,34,0,0,12,2,27,22,0,0,1,0.0,0.0,0.0,0.0
W5553246,680.2432,72426,949,1,11.0,31,59,0,21,46,46,0,41,6,14,22,3,58,1,0.0,0.0,0.0,0.0
C5519329,2382.13,224330,2624,1,41.0,36,23,1,98,81,6,0,3,1,12,15,1,2,0,0.0,0.0,0.0,0.0
W5583578,865.0,83266,2374,2,21.0,27,67,0,5,57,18,7,18,8,19,18,3,1,1,0.0,0.0,1.0,0.0
C5601999,1302.0,106889,1530,2,16.0,43,50,0,24,40,24,0,12,1,22,23,0,12,1,0.0,0.0,0.0,0.0
W5586997,435.87,155193,499,1,4.3,28,68,0,49,61,13,0,6,4,30,23,0,0,1,0.0,0.0,1.0,0.0
C5577113,642.0,120091,589,1,6.0,54,34,0,99,66,10,0,6,3,22,23,3,10,1,0.0,0.0,0.0,1.0
C5597962,473.68,100760,683,1,1.0,33,20,2,96,61,7,0,6,3,19,24,0,9,1,0.0,0.0,0.0,0.0
C5589633,975.52,106616,1370,1,1.0,32,28,0,97,73,6,0,11,3,21,27,1,11,0,0.0,0.0,0.0,0.0
C5605134,2150.0,149017,1590,1,37.0,30,30,1,93,63,8,0,3,3,15,21,0,0,0,0.0,0.0,0.0,0.0
E5591404,456.1,69691,949,1,15.7,51,42,0,32,52,5,0,23,6,24,22,1,23,0,0.0,0.0,0.0,0.0
C5579484,446.69,116638,517,1,1.0,37,40,4,89,73,10,0,4,3,20,28,0,14,0,0.0,0.0,0.0,0.0
E5546398,933.4656,61470,1332,1,46.0,42,49,0,67,31,0,0,23,7,21,20,11,11,1,0.0,0.0,0.0,0.0
E5605370,406.93,67909,659,1,8.0,35,59,2,96,34,0,0,12,5,25,18,0,0,1,0.0,0.0,0.0,0.0
E5600182,641.0,88546,749,1,40.5,34,49,0,42,60,5,0,16,6,20,18,0,4,0,0.0,0.0,0.0,0.0
C5586586,1758.16,123310,1899,1,1.0,26,22,1,94,67,7,0,4,3,16,21,0,2,0,0.0,0.0,0.0,0.0
C5558989,673.7664,66598,849,1,0.5,41,57,0,5,58,10,0,12,5,22,23,6,14,0,0.0,0.0,0.0,0.0
W5603537,430.0,93249,579,1,4.0,30,62,0,52,55,23,0,26,6,20,21,0,7,1,0.0,0.0,1.0,0.0
C5591084,739.64,86178,877,1,1.0,37,17,0,84,42,7,0,3,1,15,17,0,6,1,0.0,0.0,0.0,0.0
E5591202,744.12,143253,1899,1,0.5,32,57,2,74,74,5,0,14,3,16,26,18,30,1,1.0,0.0,0.0,0.0
C5595127,528.33,80346,1299,2,15.0,44,48,3,91,18,3,0,6,2,18,22,1,7,0,0.0,0.0,0.0,0.0
C5582973,566.18,70444,664,1,18.0,50,44,2,94,19,2,0,6,1,18,21,0,2,1,0.0,0.0,0.0,0.0
C5517041,1052.0,83749,1699,1,0.5,57,17,4,87,46,2,0,11,3,22,22,1,6,0,0.0,0.0,0.0,0.0
C5575800,730.3,99300,900,1,19.0,48,43,2,91,37,12,0,3,1,15,26,0,14,1,0.0,0.0,0.0,0.0
E5580914,658.69,53554,1250,1,43.0,48,46,1,28,40,7,0,25,6,20,21,0,2,0,0.0,0.0,0.0,0.0
C5582449,2149.5672,320741,1199,1,0.2,40,33,0,92,89,10,0,5,2,16,17,9,12,0,0.0,0.0,0.0,1.0
C5602119,661.16,108380,790,1,21.0,32,33,5,88,79,10,0,10,2,22,28,2,17,1,0.0,0.0,0.0,0.0
C5585073,1743.0,98895,1661,1,9.0,28,14,5,88,58,6,0,3,3,18,18,0,1,0,0.0,0.0,0.0,0.0
E5579767,482.24,60037,681,1,38.0,33,63,0,14,34,2,0,24,6,19,19,9,8,0,0.0,0.0,0.0,0.0
W5591191,431.03,62661,1299,1,13.0,24,73,0,27,23,28,0,31,6,17,20,27,16,0,0.0,0.0,0.0,0.0
C5573746,590.55,94028,581,1,8.0,49,42,0,94,21,4,0,5,1,16,23,0,7,0,0.0,0.0,0.0,0.0
C5534726,484.5,107620,601,1,11.0,42,16,1,91,55,5,0,3,1,16,19,0,4,1,0.0,0.0,0.0,0.0
W5593608,529.0,50746,1499,1,52.0,34,61,0,11,51,7,3,26,6,18,20,3,0,2,0.0,0.0,0.0,0.0
C5577034,641.3,81575,760,1,14.0,29,19,1,84,33,3,0,4,2,12,16,0,1,1,0.0,0.0,0.0,0.0
C5584973,400.0,98845,638,1,7.0,38,35,1,93,63,10,0,5,2,17,20,0,1,1,0.0,0.0,0.0,0.0
C5597401,1410.2,82754,2750,1,100.0,30,16,2,94,64,4,0,13,1,14,16,2,35,0,0.0,0.0,0.0,0.0
E5585743,496.92,80313,523,1,4.0,38,57,0,47,56,7,0,18,5,25,22,1,28,0,0.0,1.0,0.0,0.0
C5600233,2094.6,324576,1720,1,41.0,43,32,6,90,82,3,0,5,1,15,20,18,30,0,0.0,0.0,0.0,1.0
E5530963,1598.152,97008,1867,1,50.0,41,37,1,94,84,6,0,18,3,21,27,25,36,1,1.0,0.0,0.0,0.0
C5606172,761.2,89014,895,2,1.0,33,53,1,88,26,2,0,21,5,18,21,24,4,0,0.0,0.0,0.0,0.0
C5600458,378.95,88314,559,1,3.0,35,19,2,93,74,6,0,10,4,20,24,1,17,1,0.0,0.0,0.0,0.0
W5600630,433.0,93024,593,1,9.0,29,62,0,26,74,12,0,26,2,24,22,17,23,0,0.0,0.0,1.0,0.0
C5448996,726.66,87479,727,1,31.0,28,19,4,82,44,4,0,5,2,11,17,0,1,0,0.0,0.0,0.0,0.0
C5588351,343.21,101548,546,1,2.0,54,34,1,96,53,15,0,7,3,21,23,1,9,1,0.0,0.0,0.0,1.0
W5590810,632.52,66267,719,1,34.0,44,50,0,22,60,17,0,30,4,26,21,4,29,0,0.0,0.0,0.0,0.0
C5593113,546.93,68377,754,1,14.0,51,44,3,93,18,3,0,6,2,19,19,1,1,0,0.0,0.0,0.0,0.0
C5524931,691.71,65569,1006,1,13.0,53,42,3,93,18,3,0,7,2,18,20,0,1,0,0.0,0.0,0.0,0.0
W5581500,1092.6000000000001,135825,2250,2,42.1,23,74,2,52,63,17,0,12,5,17,27,2,11,0,0.0,0.0,1.0,0.0
C5601841,335.0,67464,623,1,9.0,47,45,0,52,27,0,0,12,5,20,21,0,0,1,0.0,0.0,0.0,0.0
W5577781,835.06,149877,893,1,17.0,26,71,1,43,56,16,0,6,4,28,25,0,0,0,0.0,0.0,1.0,0.0
C5529482,2370.65,127943,1563,1,9.0,27,22,2,95,58,6,0,3,2,16,22,0,2,0,0.0,0.0,0.0,0.0
C5585939,775.56,133496,1091,1,13.0,58,31,0,96,67,7,0,5,3,22,23,3,8,0,0.0,0.0,0.0,1.0
C5574548,716.0,94866,964,1,15.0,50,40,1,92,21,4,0,5,2,14,23,0,9,0,0.0,0.0,0.0,0.0
C5583338,337.0,90412,395,1,7.0,39,30,0,95,74,9,0,17,2,14,23,1,15,0,0.0,0.0,0.0,0.0
C5605055,982.76,86929,1499,1,22.0,28,15,1,94,51,4,0,11,2,16,17,1,14,0,0.0,0.0,0.0,0.0
C5588799,462.26,111272,625,1,10.0,25,69,0,10,39,4,0,5,5,19,21,0,0,0,0.0,0.0,0.0,0.0
C5561177,642.26,92066,675,1,3.0,35,18,1,87,70,6,0,6,4,17,21,0,6,0,0.0,0.0,0.0,0.0
C5586267,538.0,102782,791,1,5.0,28,22,0,94,72,7,0,16,2,18,22,0,8,0,0.0,0.0,0.0,0.0
C5551545,697.35,92066,832,1,3.0,35,18,1,87,70,6,0,6,4,17,21,0,6,0,0.0,0.0,0.0,0.0
W5565583,186.11,77855,649,1,2.5,27,59,0,2,46,46,0,40,5,14,22,3,54,1,0.0,0.0,0.0,0.0
C5502320,1117.76,87424,1499,1,0.5,37,17,1,86,69,11,0,5,2,17,18,0,6,0,0.0,0.0,0.0,0.0
C5488847,458.62,116816,671,1,7.0,26,19,2,91,56,9,0,6,3,17,19,0,2,1,0.0,0.0,0.0,0.0
C5592752,595.14,113415,895,1,8.0,34,42,0,95,73,10,0,3,2,20,25,0,8,1,0.0,0.0,0.0,0.0
W5598259,540.0,70657,1299,1,23.0,45,51,0,27,52,21,0,27,6,20,23,2,47,0,0.0,0.0,0.0,0.0
W5563225,598.0,92311,549,1,32.7,30,63,0,48,39,45,0,19,5,24,21,2,43,0,0.0,0.0,1.0,0.0
C5493136,1850.0,347228,1453,1,36.0,50,33,3,93,88,4,0,3,1,14,18,10,14,0,0.0,0.0,0.0,1.0
C5581853,200.0,133433,1899,2,7.6,41,21,0,95,76,11,0,11,1,11,19,11,66,0,0.0,0.0,0.0,0.0
C5600878,573.3,107620,633,1,11.0,42,16,1,91,55,5,0,3,1,16,19,0,4,1,0.0,0.0,0.0,0.0
E5601719,600.0,59725,930,1,35.0,34,63,0,20,34,2,0,17,7,22,21,7,3,0,0.0,0.0,0.0,0.0
E5560676,871.68,63600,1203,1,43.0,45,50,0,28,51,4,0,17,7,26,20,2,0,0,0.0,0.0,0.0,0.0
W5604127,1092.6000000000001,118879,2250,2,42.1,43,52,1,95,62,19,0,9,3,23,27,4,2,0,0.0,0.0,1.0,0.0
C5587063,505.0,67464,762,1,4.5,47,45,0,50,27,0,0,12,5,20,21,0,0,0,0.0,0.0,0.0,0.0
C5485350,729.0,106133,2812,1,13.0,35,40,0,95,72,10,0,6,3,20,24,0,6,1,0.0,0.0,0.0,0.0
C5569787,595.58,94274,907,1,7.0,43,16,1,90,49,10,0,3,2,19,21,0,8,0,0.0,0.0,0.0,0.0
C5510395,969.92,82646,1290,1,7.0,32,17,1,83,46,4,0,5,2,14,17,0,2,0,0.0,0.0,0.0,0.0
C5590640,638.59,72457,949,1,12.0,48,46,2,94,18,6,0,6,2,19,20,0,2,0,0.0,0.0,0.0,0.0
C5545944,1241.29,210481,912,1,42.0,29,63,3,25,75,5,0,8,3,17,21,3,13,0,0.0,0.0,0.0,0.0
C5542257,308.2,88314,495,1,3.0,35,19,2,93,74,6,0,10,4,20,24,1,17,0,0.0,0.0,0.0,0.0
C5595205,758.0,101548,861,2,5.0,54,34,0,98,53,15,0,7,3,21,23,1,9,0,0.0,0.0,0.0,1.0
E5600909,352.02,86355,610,1,12.0,48,50,0,29,50,2,0,14,4,29,22,9,26,0,0.0,0.0,0.0,0.0
C5555693,393.75,83466,508,1,5.0,34,18,1,85,38,4,0,5,2,14,17,0,3,0,0.0,0.0,0.0,0.0
C5591634,302.85,118212,403,1,5.0,27,24,0,96,75,9,0,10,2,18,23,0,5,0,0.0,0.0,0.0,0.0
C5588713,727.89,79748,907,1,32.0,46,44,1,96,18,5,0,5,1,18,21,0,2,2,0.0,0.0,0.0,0.0
W5601274,479.17,116970,583,1,10.0,26,69,0,56,50,20,0,8,4,28,23,1,9,0,0.0,0.0,1.0,0.0
W5482630,410.0,72426,749,1,0.5,31,59,0,21,46,46,0,41,6,14,22,3,58,0,0.0,0.0,0.0,0.0
C5573295,371.0,107620,460,1,11.0,42,16,1,91,55,5,0,3,1,16,19,0,4,0,0.0,0.0,0.0,0.0
C5580232,970.26,91451,1091,1,1.0,27,14,1,94,51,4,0,10,2,16,17,0,9,0,0.0,0.0,0.0,0.0
E5590131,603.57,143253,1099,1,0.5,32,57,2,74,74,5,0,14,3,16,26,18,30,1,1.0,0.0,0.0,0.0
C5589478,608.2,317705,580,1,5.0,33,33,1,95,70,10,0,3,3,14,15,3,5,1,0.0,0.0,0.0,0.0
C5554032,404.25,200745,402,1,3.0,40,50,0,35,71,3,0,12,1,21,20,0,28,0,0.0,0.0,0.0,1.0
C5591949,1215.0,82364,2250,1,23.0,42,48,0,96,36,8,0,6,2,18,21,0,5,0,0.0,0.0,0.0,0.0
W5605479,914.0,108091,1020,1,32.0,27,66,0,58,50,20,0,9,4,27,23,1,17,1,0.0,0.0,1.0,0.0
C5571237,1071.13,102782,1299,1,4.3,28,22,0,93,72,7,0,16,2,18,22,0,8,0,0.0,0.0,0.0,0.0
E5595779,765.18,147299,1186,1,4.0,32,59,1,35,88,4,0,11,3,21,23,3,19,0,0.0,0.0,0.0,0.0
C5591458,1329.0,82472,1253,1,31.0,29,18,3,83,43,5,0,5,2,12,16,0,1,1,0.0,0.0,0.0,0.0
E5600535,402.25,55618,701,1,10.0,27,63,1,71,33,1,0,17,4,26,21,1,1,1,0.0,0.0,0.0,0.0
C5598999,1692.0,114403,2250,2,23.0,37,33,0,98,73,6,0,12,5,23,27,1,18,1,0.0,0.0,0.0,0.0
C5606187,611.74,95832,748,1,9.0,32,30,1,96,56,8,0,3,2,17,19,0,0,1,0.0,0.0,0.0,0.0
W5557570,680.5584,131093,849,1,0.5,19,74,2,68,58,15,0,22,4,20,25,2,10,1,0.0,0.0,1.0,0.0
W5603420,675.29,65557,949,1,50.0,32,65,1,12,33,3,26,35,5,17,18,1,3,0,0.0,0.0,1.0,0.0
C5523418,473.46,97006,583,1,1.0,28,19,0,94,63,9,0,8,2,22,24,0,3,1,0.0,0.0,0.0,0.0
W5578828,836.76,77400,1029,1,5.0,35,58,0,2,41,40,0,17,8,21,20,1,1,1,0.0,0.0,1.0,0.0
C5570583,704.85,134207,1099,1,5.0,39,18,0,93,37,6,0,3,1,14,15,0,3,0,0.0,0.0,0.0,0.0
C5504742,1008.58,113790,1640,1,13.0,28,24,0,97,75,9,0,9,2,21,26,0,8,1,0.0,0.0,0.0,0.0
C5548344,492.02,122147,773,1,6.0,26,20,2,92,64,8,0,2,3,16,20,0,1,0,0.0,0.0,0.0,0.0
C5595728,624.97,67237,766,1,7.0,47,45,0,50,51,8,0,10,6,21,21,0,0,1,0.0,0.0,0.0,0.0
C5588483,375.0,117862,543,1,2.0,53,34,2,94,67,8,0,7,3,22,23,3,10,1,0.0,0.0,0.0,1.0
C5572705,315.0,84666,491,1,9.0,33,18,1,84,38,4,0,4,2,13,16,0,2,0,0.0,0.0,0.0,0.0
C5585385,1034.67,115410,828,1,39.0,27,21,0,97,66,5,0,6,2,19,23,0,4,0,0.0,0.0,0.0,0.0
C5583613,480.15,108006,784,1,11.0,30,23,0,96,69,9,0,7,2,18,25,0,10,1,0.0,0.0,0.0,0.0
C5571099,674.14,85118,499,1,18.3,41,16,0,91,69,13,0,4,2,17,20,0,9,0,0.0,0.0,0.0,0.0
C5604106,707.59,65619,849,1,49.0,44,50,1,7,33,13,0,20,5,25,19,0,12,0,0.0,0.0,0.0,0.0
E5571523,621.71,60258,804,1,32.0,47,50,0,8,52,0,0,23,6,23,20,4,2,0,0.0,0.0,0.0,0.0
C5576378,748.52,125447,691,1,2.0,57,32,0,97,53,15,0,5,3,22,23,3,8,0,0.0,0.0,0.0,1.0
C5498026,993.9,116497,970,1,39.0,29,23,0,98,69,11,2,5,2,18,25,0,9,0,0.0,0.0,0.0,0.0
C5551416,546.49,70444,654,1,18.0,50,44,2,94,19,2,0,6,1,18,21,0,2,1,0.0,0.0,0.0,0.0
C5548628,929.25,179318,1238,1,1.0,38,23,1,92,65,8,0,4,2,15,17,1,2,0,0.0,0.0,0.0,0.0
C5604965,430.75,92066,549,1,3.0,35,18,1,87,70,6,0,6,4,17,21,0,6,1,0.0,0.0,0.0,0.0
C5586519,271.58,99541,331,1,13.0,38,35,1,93,63,10,0,5,2,16,20,0,1,0,0.0,0.0,0.0,0.0
C5557966,503.82,126467,638,1,8.0,39,51,0,13,25,3,0,8,2,23,20,1,1,1,0.0,0.0,0.0,0.0
C5599434,407.04,81762,640,1,1.0,31,21,3,86,59,7,0,19,1,12,13,5,65,1,0.0,0.0,0.0,0.0
C5567468,690.73,265319,834,1,7.0,38,31,3,92,63,7,0,7,2,16,17,8,22,0,0.0,0.0,0.0,0.0
W5535666,295.02,242409,849,1,15.3,24,72,1,10,80,11,0,9,4,15,20,1,11,0,0.0,0.0,1.0,0.0
C5591457,501.42,66119,664,1,8.0,38,53,1,84,26,2,0,10,4,21,21,5,2,1,0.0,0.0,0.0,0.0
C5568559,1498.12,127243,1773,2,9.0,27,24,1,94,71,7,0,5,3,17,21,0,2,0,0.0,0.0,0.0,0.0
C5572158,583.0,66111,765,1,3.0,48,48,1,43,46,6,0,11,6,21,21,0,0,0,0.0,0.0,0.0,0.0
C5480430,1300.31,108117,1253,1,31.0,27,15,2,94,58,6,0,2,4,17,19,0,1,1,0.0,0.0,0.0,0.0
W5535951,718.15,93819,1023,1,5.0,41,48,1,74,42,24,0,24,9,20,19,1,17,1,0.0,0.0,0.0,0.0
C5603112,815.0,86929,749,1,22.0,28,15,1,94,51,4,0,11,2,16,17,1,14,0,0.0,0.0,0.0,0.0
C5578937,1171.928,142144,1315,2,13.7,30,63,1,5,29,8,0,10,3,19,17,2,3,1,0.0,0.0,0.0,0.0
C5597830,688.0,69898,701,1,14.0,50,44,3,93,34,6,0,7,2,19,19,1,1,0,0.0,0.0,0.0,0.0
W5603036,580.0,65524,1499,1,22.0,37,59,0,24,55,11,2,23,8,24,22,2,17,0,0.0,0.0,0.0,0.0
E5587544,1047.2,80060,2750,4,25.5,39,60,0,1,39,1,0,17,4,23,22,28,0,1,0.0,0.0,0.0,0.0
W5588273,418.9968,64695,549,1,0.5,44,51,1,10,45,29,0,29,6,21,21,4,9,1,0.0,0.0,0.0,0.0
C5586117,538.22,117023,740,1,7.0,26,20,1,92,56,9,0,7,3,17,20,0,3,0,0.0,0.0,0.0,0.0
C5596258,783.99,65542,1018,1,50.0,43,50,1,14,33,13,0,21,5,25,19,0,14,0,0.0,0.0,0.0,0.0
C5591915,3757.23,212129,2374,3,75.0,48,39,1,36,74,7,0,8,1,15,15,2,20,0,0.0,0.0,0.0,1.0
E5599126,598.0,65553,1029,1,32.0,32,64,0,31,39,2,0,20,5,21,22,1,0,2,0.0,0.0,0.0,0.0
W5608632,376.99,76261,1265,1,5.0,26,64,0,89,58,22,0,23,11,21,23,2,10,0,0.0,0.0,1.0,0.0
C5558100,1056.43,202972,936,1,24.0,61,27,3,95,58,10,0,3,2,21,19,1,8,0,0.0,0.0,0.0,1.0
W5595207,733.2,100975,801,1,15.0,39,50,0,5,63,15,0,9,6,21,21,0,21,1,0.0,0.0,0.0,0.0
C5592804,377.07,74753,594,1,7.0,45,44,0,100,29,6,0,7,2,16,23,0,1,0,0.0,0.0,0.0,0.0
E5558390,556.01,49790,849,1,49.0,61,30,0,49,32,0,0,14,5,17,24,0,2,0,0.0,1.0,0.0,0.0
E5589209,208.84,94458,1099,1,19.2,30,64,0,47,36,3,0,13,5,24,20,16,2,0,0.0,0.0,0.0,0.0
C5579563,429.65,92338,665,1,1.0,34,19,2,95,66,7,0,7,4,20,25,1,13,0,0.0,0.0,0.0,0.0
C5477643,764.7816,120786,649,1,5.0,26,20,2,91,56,9,0,6,3,17,19,0,2,0,0.0,0.0,0.0,0.0
E5601419,384.19,67909,586,1,8.0,35,59,2,96,34,0,0,12,5,25,18,0,0,0,0.0,0.0,0.0,0.0
C5605063,680.6,73106,849,1,52.0,44,49,1,33,35,4,0,13,6,20,21,0,0,1,0.0,0.0,0.0,0.0
E5561158,359.5,74105,1299,1,50.0,34,60,0,52,32,2,0,21,4,21,20,0,2,0,0.0,0.0,0.0,0.0
W5597725,667.172,155193,649,1,0.5,28,68,1,45,61,13,0,6,4,30,23,0,0,0,0.0,0.0,1.0,0.0
W5598306,450.0,93862,749,1,8.2,27,62,2,75,65,17,0,18,4,23,22,6,12,0,0.0,0.0,1.0,0.0
E5578438,464.31,57279,809,1,11.0,29,62,1,70,33,1,0,18,5,25,21,2,1,0,0.0,0.0,0.0,0.0
C5581540,2301.11,204039,2017,2,14.0,57,30,4,94,65,11,0,2,2,19,19,2,8,1,0.0,0.0,0.0,1.0
C5558975,469.73,70955,1950,2,23.0,49,46,3,93,18,3,0,6,2,20,19,1,2,0,0.0,0.0,0.0,0.0
C5590603,707.59,65619,849,1,49.0,44,50,1,7,33,13,0,20,5,25,19,0,12,0,0.0,0.0,0.0,0.0
C5499369,653.8,107620,733,1,11.0,42,16,1,91,55,5,0,3,1,16,19,0,4,1,0.0,0.0,0.0,0.0
C5584794,534.61,136463,578,1,16.0,28,62,1,39,64,7,0,13,6,22,16,1,14,0,0.0,0.0,0.0,0.0
W5587444,865.61,64281,1380,1,46.0,30,62,1,8,44,16,0,28,5,19,20,0,0,0,0.0,0.0,1.0,0.0
C5589852,443.21,86990,635,1,12.0,41,55,0,56,55,12,0,20,7,19,25,0,35,1,0.0,0.0,0.0,0.0
